elec_id,country,date,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,aclp_code,ccode,ccode2,year,month,day,regime,secondround,thirdround
L-FIN-1954-3-8,Finland,8-Mar-54,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,4.98,0.1,4.98,4.71,0,4.71,NA,NA,10,10,3,106,375,375,1954,3,8,1,NA,NA
L-FIN-1958-7-7,Finland,7-Jul-58,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.19,0.5,5.19,4.87,0,4.87,NA,NA,10,10,3,106,375,375,1958,7,7,1,NA,NA
L-FIN-1962-2-5,Finland,5-Feb-62,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.86,0.7,5.86,5.09,0,5.09,NA,NA,10,10,3,106,375,375,1962,2,5,1,NA,NA
L-FIN-1966-3-21,Finland,21-Mar-66,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.22,0,5.22,4.96,0,4.96,NA,NA,10,10,3,106,375,375,1966,3,21,1,NA,NA
L-FIN-1970-3-16,Finland,16-Mar-70,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,6.17,0.2,6.17,5.58,0,5.58,NA,NA,10,10,3,106,375,375,1970,3,16,1,NA,NA
L-FIN-1972-1-3,Finland,3-Jan-72,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.95,0,5.95,5.51,0,5.51,NA,NA,10,10,3,106,375,375,1972,1,3,1,NA,NA
L-FIN-1975-9-22,Finland,22-Sep-75,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.89,0.8,5.89,5.31,0,5.31,NA,NA,10,10,3,106,375,375,1975,9,22,1,NA,NA
L-FIN-1979-3-13,Finland,13-Mar-79,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.74,0.2,5.74,5.21,0,5.21,NA,NA,10,10,3,106,375,375,1979,3,13,1,NA,NA
L-FIN-1983-3-21,Finland,21-Mar-83,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.45,0.1,5.45,5.34,0,5.34,NA,NA,10,10,3,106,375,375,1983,3,21,1,NA,NA
L-FIN-1987-3-16,Finland,16-Mar-87,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,6.15,0.6,6.15,4.93,0,4.93,NA,NA,10,10,3,106,375,375,1987,3,16,1,NA,NA
L-FIN-1991-3-17,Finland,17-Mar-91,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.89,2.8,5.91,5.23,0,5.23,NA,NA,10,10,3,106,375,375,1991,3,17,1,NA,NA
L-FIN-1995-3-19,Finland,19-Mar-95,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.77,0.8,5.78,4.88,0,4.88,NA,NA,10,10,3,106,375,375,1995,3,19,1,NA,NA
L-FIN-1999-3-21,Finland,21-Mar-99,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.93,0,5.93,5.15,0,5.15,NA,NA,10,10,3,106,375,375,1999,3,21,1,NA,NA
L-FIN-2003-3-16,Finland,16-Mar-03,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.65,2.8,5.667942477,4.93,0.5,4.930303849,NA,NA,10,10,3,106,375,375,2003,3,16,1,NA,NA
L-FIN-2007-3-18,Finland,18-Mar-07,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.88,2.4,5.889991266,5.13,0.5,5.130329003,NA,NA,10,10,3,106,375,375,2007,3,18,1,NA,NA
L-FIN-2011-4-17,Finland,17-Apr-11,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,6.46,2,6.468367943,5.83,0.5,5.830424923,NA,NA,10,10,3,106,375,375,2011,4,17,1,NA,NA
L-FIN-2015-4-19,Finland,19-Apr-15,0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,NA,0,0,0,6.562541,0,6.562541,5.842828,0,5.842828,NA,NA,10,10,3,106,375,375,2015,4,19,1,NA,NA
L-FRN-1946-11-10,France,10-Nov-46,0,2,9,25,NA,NA,NA,NA,0,0,627,5.33,102,0,0,0,0,0,4.65,0.3,4.65,4.32,0,4.32,NA,NA,10,10,3,107,220,220,1946,11,10,0,NA,NA
L-FRN-1951-6-17,France,17-Jun-51,0,3,11,-88,NA,NA,NA,5,0,0,627,5.28,103,0,0,0,0,0,5.4,0.6,5.4,5.92,0,5.92,NA,NA,10,10,3,107,220,220,1951,6,17,0,NA,NA
L-FRN-1956-1-2,France,2-Jan-56,0,3,11,-88,NA,NA,NA,5,0,0,596,5.28,103,0,0,0,0,0,6.08,0.5,6.08,5.73,0,5.73,NA,NA,10,10,3,107,220,220,1956,1,2,0,NA,NA
L-FRN-1958-11-23,France,23-Nov-58,0,1,2,2,NA,NA,NA,NA,0,0,552,1,465,0,0,0,0,0,6.08,0.5,6.08,3.44,0,3.44,NA,NA,10,10,3,107,220,220,1958,11,23,0,30-Nov-58,NA
L-FRN-1962-11-18,France,18-Nov-62,0,1,2,2,NA,NA,NA,NA,0,0,482,1,465,0,0,0,0,0,4.93,0.1,4.93,3.43,0,3.43,NA,NA,10,10,3,107,220,220,1962,11,18,0,25-Nov-62,NA
L-FRN-1967-3-5,France,5-Mar-67,0,1,2,2,NA,NA,NA,NA,0,0,487,1,470,0,0,0,0,0,4.55,0,4.55,3.77,0,3.77,NA,NA,10,10,3,107,220,220,1967,3,5,1,12-Mar-67,NA
L-FRN-1968-6-23,France,23-Jun-68,0,1,2,2,NA,NA,NA,NA,0,0,487,1,470,0,0,0,0,0,4.32,0.5,4.32,2.49,0,2.49,NA,NA,10,10,3,107,220,220,1968,6,23,1,30-Jun-68,NA
L-FRN-1973-3-4,France,4-Mar-73,0,1,2,2,NA,NA,NA,NA,0,0,491,1,473,0,0,0,0,0,5.68,0,5.68,4.53,0,4.53,NA,NA,10,10,3,107,220,220,1973,3,4,1,11-Mar-73,NA
L-FRN-1978-3-12,France,12-Mar-78,0,1,2,2,NA,NA,NA,NA,0,0,491,1,474,0,0,0,0,0,5.08,0.1,5.08,4.19,0,4.19,NA,NA,10,10,3,107,220,220,1978,3,12,1,19-Mar-78,NA
L-FRN-1981-6-14,France,14-Jun-81,0,1,2,2,NA,NA,NA,NA,0,0,491,1,474,0,0,0,0,0,4.14,0,4.14,2.68,0,2.68,NA,NA,10,10,3,107,220,220,1981,6,14,1,21-Jun-81,NA
L-FRN-1986-3-16,France,16-Mar-86,0,2,9,14,NA,NA,NA,NA,0,0,577,5.79,96,0,0,0,0,0,4.66,0,4.66,3.9,0,3.9,NA,NA,10,10,3,107,220,220,1986,3,16,1,NA,NA
L-FRN-1988-6-5,France,5-Jun-88,0,1,2,2,NA,NA,NA,NA,0,0,575,1,555,0,0,0,0,0,4.38,0.1,4.38,3.07,0,3.07,NA,NA,10,10,3,107,220,220,1988,6,5,1,12-Jun-88,NA
L-FRN-1993-3-21,France,21-Mar-93,0,1,2,2,NA,NA,NA,NA,0,0,577,1,555,0,0,0,0,0,6.71,1.2,6.71,2.86,0,2.86,NA,NA,10,10,3,107,220,220,1993,3,21,1,28-Mar-93,NA
L-FRN-1997-5-25,France,25-May-97,0,1,2,2,NA,NA,NA,NA,0,0,577,1,555,0,0,0,0,0,6.54,1.9,6.55,3.54,0,3.54,NA,NA,10,10,3,107,220,220,1997,5,25,1,1-Jun-97,NA
L-FRN-2002-6-9,France,9-Jun-02,0,1,2,2,NA,NA,NA,NA,0,0,577,1,555,0,0,0,0,0,5.22,9.1,5.441021501,2.26,3.472222222,2.263506249,NA,NA,10,10,3,107,220,220,2002,6,9,1,16-Jun-02,NA
L-FRN-2007-6-10,France,10-Jun-07,0,1,2,2,NA,NA,NA,NA,0,0,577,1,555,0,0,0,0,0,4.32,4.3,4.349902845,2.49,4.332755633,2.500339615,NA,NA,10,10,3,107,220,220,2007,6,10,1,17-Jun-07,NA
L-FRN-2012-6-10,France,10-Jun-12,0,1,2,2,NA,NA,NA,NA,0,0,577,1,555,0,NA,0,0,0,5.228457,0,5.228457,2.833945,0,2.833945,NA,NA,10,10,3,107,220,220,2012,6,10,1,June 17; 2012,NA
L-FSM-1991-3-5,"Micronesia, Federated States of",5-Mar-91,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,1991,3,5,2,NA,NA
L-FSM-1993-3-2,"Micronesia, Federated States of",2-Mar-93,0,1,1,1,NA,NA,NA,NA,0,0,14,1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,1993,3,2,2,NA,NA
L-FSM-1995-3-20,"Micronesia, Federated States of",20-Mar-95,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,1995,3,20,2,NA,NA
L-FSM-1997-4-3,"Micronesia, Federated States of",3-Apr-97,0,1,1,1,NA,NA,NA,NA,0,0,14,1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,1997,4,3,2,NA,NA
L-FSM-1999-3-2,"Micronesia, Federated States of",2-Mar-99,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,1999,3,2,2,NA,NA
L-FSM-2001-3-6,"Micronesia, Federated States of",6-Mar-01,0,1,1,1,NA,NA,NA,NA,0,0,14,1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2001,3,6,2,NA,NA
L-FSM-2003-3-4,"Micronesia, Federated States of",4-Mar-03,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2003,3,4,2,NA,NA
L-FSM-2005-3-8,"Micronesia, Federated States of",8-Mar-05,0,1,1,1,NA,NA,NA,NA,0,0,14,1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2005,3,8,2,NA,NA
L-FSM-2007-3-6,"Micronesia, Federated States of",6-Mar-07,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2007,3,6,2,NA,NA
L-FSM-2009-3-10,"Micronesia, Federated States of",10-Mar-09,0,1,1,1,NA,NA,NA,NA,0,0,14,1,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2009,3,10,2,NA,NA
L-FSM-2011-3-8,"Micronesia, Federated States of",8-Mar-11,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2011,3,8,2,NA,NA
L-FSM-2013-3-5,Micronesia; Federated States of,5-Mar-13,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2013,3,5,2,NA,NA
L-FSM-2015-3-3,Micronesia; Federated States of,3-Mar-15,0,1,1,1,NA,NA,NA,NA,0,0,14,1,14,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,189,987,987,2015,3,3,2,NA,NA
L-GFR-1949-8-14,West Germany,14-Aug-49,0,3,11,1,25,NA,NA,4,1,1,402,1,242,160,40,11,0,0,5.6,5.9,5.705,4.65,0.7,4.65,NA,NA,10,10,3,108,260,260,1949,8,14,0,NA,NA
L-GFR-1953-9-6,West Germany,6-Sep-53,0,3,11,1,25,NA,NA,4,1,1,487,1,242,245,50,9,0,0,4.2,0.3,4.2,3.64,0,3.64,NA,NA,10,10,3,108,260,260,1953,9,6,0,NA,NA
L-GFR-1957-9-15,West Germany,15-Sep-57,0,3,11,1,25,NA,NA,4,1,1,497,1,247,250,50,10,0,0,3.58,0.4,3.58,3.07,0,3.07,NA,NA,10,10,3,108,260,260,1957,9,15,0,NA,NA
L-GFR-1961-9-17,West Germany,17-Sep-61,0,3,11,1,25,NA,NA,4,1,1,499,1,247,252,50,10,0,0,3.5,0.1,3.5,3.11,0,3.11,NA,NA,10,10,3,108,260,260,1961,9,17,0,NA,NA
L-GFR-1965-9-19,West Germany,19-Sep-65,0,3,11,1,25,NA,NA,4,1,1,496,1,248,248,50,10,0,0,3.15,0.3,3.15,2.93,0,2.93,NA,NA,10,10,3,108,260,260,1965,9,19,0,NA,NA
L-GFR-1969-9-28,West Germany,28-Sep-69,0,3,11,1,25,NA,NA,4,1,1,496,1,248,248,50,10,0,0,3.02,0.4,3.02,2.71,0,2.71,NA,NA,10,10,3,108,260,260,1969,9,28,0,NA,NA
L-GFR-1972-11-19,West Germany,19-Nov-72,0,3,11,1,25,NA,NA,4,1,1,496,1,248,248,50,10,0,0,2.86,0.1,2.86,2.79,0,2.79,NA,NA,10,10,3,108,260,260,1972,11,19,0,NA,NA
L-GFR-1976-10-3,West Germany,3-Oct-76,0,3,11,1,25,NA,NA,4,1,1,496,1,248,248,50,10,0,0,2.91,0.2,2.91,2.86,0,2.86,NA,NA,10,10,3,108,260,260,1976,10,3,0,NA,NA
L-GFR-1980-10-9,West Germany,9-Oct-80,0,3,11,1,25,NA,NA,4,1,1,497,1,248,249,50,10,0,0,3.1,0.1,3.1,2.96,0,2.96,NA,NA,10,10,3,108,260,260,1980,10,9,0,NA,NA
L-GFR-1983-3-6,West Germany,6-Mar-83,0,3,11,1,25,NA,NA,4,1,1,498,1,248,250,50,10,0,0,3.21,0.1,3.21,3.16,0,3.16,NA,NA,10,10,3,108,260,260,1983,3,6,0,NA,NA
L-GFR-1987-1-25,West Germany,25-Jan-87,0,3,11,1,13,NA,NA,4,1,1,497,1,248,249,50,10,0,0,3.56,0.8,3.56,3.47,0,3.47,NA,NA,10,10,3,108,260,260,1987,1,25,0,NA,NA
L-GHA-1979-6-18,Ghana,18-Jun-79,0,1,1,1,NA,NA,NA,NA,0,0,140,1,140,0,0,0,0,0,3.75,0.9,3.75,2.64,0,2.64,NA,NA,1,1,1,18,452,452,1979,6,18,2,NA,NA
L-GHA-2004-12-7,Ghana,7-Dec-04,0,1,1,1,NA,NA,NA,NA,0,0,230,1,230,0,0,0,0,0,2.44,5.2,2.452920277,2.1,0.434782609,2.100041684,NA,NA,1,1,1,18,452,452,2004,12,7,2,NA,NA
L-GHA-2008-12-7,Ghana,7-Dec-08,0,1,1,1,NA,NA,NA,NA,0,0,230,1,230,0,0,0,0,0,2.39,4.5,2.399809146,2.12,1.739130435,2.120969062,NA,NA,1,1,1,18,452,452,2008,12,7,2,NA,NA
L-GHA-2012-12-7,Ghana,7-Dec-12,0,1,1,1,NA,NA,NA,NA,0,0,275,1,275,0,NA,0,0,0,2.259468,0,2.259468,2.041546,0,2.041546,NA,NA,1,1,1,18,452,452,2012,12,7,2,NA,NA
L-GHA-2016-12-7,Ghana,7-Dec-16,0,1,1,1,NA,NA,NA,NA,0,0,275,1,275,0,NA,0,0,0,-99,-99,-99,1.900269,0,1.900269,NA,NA,1,1,1,18,452,452,2016,12,7,2,NA,NA
L-GMY-1990-12-2,Germany,2-Dec-90,0,3,11,1,13,NA,NA,4,1,1,662,1,328,334,50,16,0,0,3.75,0.2,3.75,3.17,0,3.17,NA,NA,10,10,3,191,255,260,1990,12,2,0,NA,NA
L-GMY-1994-10-16,Germany,16-Oct-94,0,3,11,1,13,NA,NA,4,1,1,672,1,328,344,50,16,0,0,3.74,0,3.74,3.45,0,3.45,NA,NA,10,10,3,191,255,260,1994,10,16,0,NA,NA
L-GMY-1998-9-27,Germany,27-Sep-98,0,3,11,1,13,NA,NA,4,1,1,669,1,328,341,50,16,0,0,3.79,0,3.79,3.31,0,3.31,NA,NA,10,10,3,191,255,260,1998,9,27,0,NA,NA
L-GMY-2002-9-22,Germany,22-Sep-02,0,3,11,1,13,NA,NA,4,1,1,603,1,299,304,50,16,0,0,4.09,3,4.097555457,3.38,0,3.38,NA,NA,10,10,3,191,255,260,2002,9,22,0,NA,NA
L-GMY-2005-9-18,Germany,18-Sep-05,0,3,11,1,13,NA,NA,4,1,1,614,1,299,315,50,16,0,0,4.46,3.9,4.475230883,4.05,0,4.05,NA,NA,10,10,3,191,255,260,2005,9,18,0,NA,NA
L-GMY-2009-9-27,Germany,27-Sep-09,0,3,11,1,26,NA,NA,4,1,1,622,1,299,323,50,16,0,0,5.58,6,5.637194442,4.83,0,4.83,NA,NA,10,10,3,191,255,260,2009,9,27,0,NA,NA
L-GMY-2013-9-22,Germany,22-Sep-13,0,3,11,1,26,NA,NA,4,1,1,630,1,299,331,52.53968,16,0,0,4.077572,0,4.077572,3.508799,0,3.508799,NA,NA,10,10,3,191,255,260,2013,9,22,0,NA,NA
L-GNB-1999-11-28,Guinea Bissau,28-Nov-99,0,2,9,25,NA,NA,NA,NA,0,0,102,3.7,27,0,0,NA,NA,NA,-99,-99,-99,3.6,0,3.6,NA,NA,1,1,1,20,404,404,1999,11,28,4,NA,NA
L-GNB-2004-3-28,Guinea Bissau,28-Mar-04,0,2,9,25,NA,NA,NA,NA,0,0,100,3.7,27,0,0,0,0,0,4.08,16.4,4.559048156,2.82,0,2.82,NA,NA,1,1,1,20,404,404,2004,3,28,1,NA,NA
L-GNB-2008-11-16,Guinea Bissau,16-Nov-08,0,2,9,25,NA,NA,NA,NA,0,0,100,3.7,27,0,0,0,0,0,2.97,13.4,3.128132194,1.89,0,1.89,NA,NA,1,1,1,20,404,404,2008,11,16,1,NA,NA
L-GNB-2014-4-13,Guinea Bissau,13-Apr-14,0,2,9,25,NA,NA,NA,NA,0,0,100,3.7,27,0,NA,0,0,0,2.965031,0,2.965031,2.122241,0,2.122241,NA,0,1,1,1,20,404,404,2014,4,13,1,NA,NA
L-GRC-1946-3-31,Greece,31-Mar-46,0,2,9,15,15,15,NA,NA,1,1,354,9.32,38,-99,-99,9,1,0,2.73,2.3,2.73,2.63,4.8,2.65,NA,NA,10,10,3,110,350,350,1946,3,31,0,NA,NA
L-GRC-1950-3-5,Greece,5-Mar-50,0,2,9,15,15,15,NA,NA,1,1,250,6.41,39,-99,-99,9,1,0,7.93,3.4,7.99,5.72,0,5.72,NA,NA,10,10,3,110,350,350,1950,3,5,0,NA,NA
L-GRC-1951-9-9,Greece,9-Sep-51,0,2,9,15,15,15,NA,NA,1,1,258,6.29,41,-99,-99,9,1,0,4.15,0.4,4.15,3.23,0,3.23,NA,NA,10,10,3,110,350,350,1951,9,9,0,NA,NA
L-GRC-1952-11-16,Greece,16-Nov-52,0,1,1,9,NA,NA,NA,NA,0,0,300,3.03,99,0,0,0,0,0,2.7,5.3,2.715,1.45,0.7,1.45,NA,NA,10,10,3,110,350,350,1952,11,16,0,NA,NA
L-GRC-1956-2-19,Greece,19-Feb-56,0,3,12,-88,NA,NA,NA,1,0,0,300,7.32,41,0,0,0,0,0,2.18,1.4,2.185,2.1,3.3,2.1,NA,NA,10,10,3,110,350,350,1956,2,19,0,NA,NA
L-GRC-1958-5-11,Greece,11-May-58,0,2,9,15,13,NA,NA,NA,1,1,300,5.45,55,-99,-99,9,0,0,3.52,0.2,3.52,2.44,0,2.44,NA,NA,10,10,3,110,350,350,1958,5,11,0,NA,NA
L-GRC-1961-10-29,Greece,29-Oct-61,0,2,9,15,13,NA,NA,NA,1,1,300,5.45,55,-99,-99,9,0,0,2.54,0.9,2.54,2.3,0,2.3,NA,NA,10,10,3,110,350,350,1961,10,29,0,NA,NA
L-GRC-1963-11-3,Greece,3-Nov-63,0,2,9,15,12,13,NA,NA,1,1,300,5.45,55,-99,-99,9,1,0,2.83,0.5,2.83,2.42,0,2.42,NA,NA,10,10,3,110,350,350,1963,11,3,0,NA,NA
L-GRC-1964-2-16,Greece,16-Feb-64,0,2,9,15,12,13,NA,NA,1,1,300,5.45,55,-99,-99,9,1,0,2.4,0.2,2.4,2.26,0,2.26,NA,NA,10,10,3,110,350,350,1964,2,16,0,NA,NA
L-GRC-1974-11-17,Greece,17-Nov-74,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,2.75,1.1,2.75,1.73,0,1.73,NA,NA,10,10,3,110,350,350,1974,11,17,0,NA,NA
L-GRC-1977-11-20,Greece,20-Nov-77,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,3.74,0.9,3.74,2.35,0,2.35,NA,NA,10,10,3,110,350,350,1977,11,20,0,NA,NA
L-GRC-1981-10-19,Greece,19-Oct-81,0,2,9,15,12,13,13,NA,1,1,300,5.14,56,12,4,9,1,1,2.68,0.5,2.68,2.1,0,2.1,NA,NA,10,10,3,110,350,350,1981,10,19,0,NA,NA
L-GRC-1985-6-3,Greece,3-Jun-85,0,2,9,15,12,13,NA,NA,1,1,300,5.14,56,12,4,9,1,1,2.59,0.5,2.59,2.14,0,2.14,NA,NA,10,10,3,110,350,350,1985,6,3,0,NA,NA
L-GRC-1989-11-5,Greece,5-Nov-89,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.73,0.8,2.73,2.4,0,2.4,NA,NA,10,10,3,110,350,350,1989,11,5,0,NA,NA
L-GRC-1989-6-18,Greece,18-Jun-89,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.55,1.5,2.56,2.32,0,2.32,NA,NA,10,10,3,110,350,350,1989,6,18,0,NA,NA
L-GRC-1990-4-8,Greece,8-Apr-90,0,2,9,15,15,13,NA,NA,1,1,300,5.14,56,12,4,13,1,0,2.63,0,2.63,2.37,0,2.37,NA,NA,10,10,3,110,350,350,1990,4,8,0,NA,NA
L-GRC-1993-10-10,Greece,10-Oct-93,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.63,0.9,2.63,2.17,0,2.17,NA,NA,10,10,3,110,350,350,1993,10,10,0,NA,NA
L-GRC-1996-9-22,Greece,22-Sep-96,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,3.06,2.3,3.065,2.36,0,2.36,NA,NA,10,10,3,110,350,350,1996,9,22,0,NA,NA
L-GRC-2000-4-9,Greece,9-Apr-00,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.64,2.1,2.64,2.21,0,2.21,NA,NA,10,10,3,110,350,350,2000,4,9,0,NA,NA
L-GRC-2004-3-7,Greece,7-Mar-04,0,2,9,15,15,12,13,NA,1,1,300,5.14,56,12,4,13,1,1,2.66,4.9,2.671328288,2.19,0,2.19,NA,NA,10,10,3,110,350,350,2004,3,7,0,NA,NA
L-GRC-2007-9-16,Greece,16-Sep-07,0,3,11,13,13,NA,NA,5,1,1,300,4.64,56,12,4,1,0,0,3.02,3.1,3.024395108,2.62,0,2.62,NA,NA,10,10,3,110,350,350,2007,9,16,0,NA,NA
L-GRC-2009-10-4,Greece,4-Oct-09,0,3,11,13,13,NA,NA,5,1,1,300,4.25,56,12,4,1,0,0,3.16,2.3,3.162645614,2.59,0,2.59,NA,NA,10,10,3,110,350,350,2009,10,4,0,NA,NA
L-GRC-2012-5-6,Greece,6-May-12,0,3,11,13,13,NA,NA,5,1,1,300,5.14,56,12,4,1,0,0,7.839632,0,7.839632,4.834551,0,4.834551,NA,NA,10,10,3,110,350,350,2012,5,6,0,NA,NA
L-GRC-2012-6-17,Greece,17-Jun-12,0,2,9,15,15,13,13,NA,1,1,300,5.14,56,12,4,1,0,0,5.11041,0,5.11041,3.761284,0,3.761284,NA,NA,10,10,3,110,350,350,2012,6,17,0,NA,NA
L-GRC-2015-1-25,Greece,25-Jan-15,0,3,11,13,13,NA,NA,5,1,1,300,5.14,56,12,4,1,0,0,4.382505,0,4.382505,3.090872,0,3.090872,NA,NA,10,10,3,110,350,350,2015,1,25,0,NA,NA
L-GRC-2015-9-20,Greece,20-Sep-15,0,2,9,15,15,13,13,NA,1,1,300,5.14,56,12,4,1,0,0,4.438664,0,4.438664,3.238575,0,3.238575,NA,NA,10,10,3,110,350,350,2015,9,20,0,NA,NA
L-GRG-2004-3-28,Georgia,28-Mar-04,0,3,12,3,13,NA,NA,2,1,0,235,1,85,150,63.83,1,0,0,1.91,24.7,2.119764406,1.21,0,1.21,NA,NA,9,9,4,161,372,372,2004,3,28,1,NA,NA
L-GRG-2008-5-21,Georgia,21-May-08,0,3,12,3,13,NA,NA,2,1,0,150,1,75,75,50,1,0,0,2.51,4.3,2.516529226,1.55,0,1.55,NA,NA,9,9,4,161,372,372,2008,5,21,1,NA,NA
L-GRG-2012-10-1,Georgia,1-Oct-12,0,3,12,3,13,NA,NA,2,1,0,150,1,73,77,51.33333,1,0,0,2.147407,0,2.147407,1.965066,0,1.965066,NA,NA,9,9,4,161,372,372,2012,10,1,1,NA,NA
L-GRG-2016-10-8,Georgia,8-Oct-16,0,3,12,2,13,NA,NA,2,1,0,150,1,73,77,51.33333,1,0,0,3.1276,0,3.1276,1.607832,0,1.607832,NA,NA,9,9,4,161,372,372,2016,10,8,1,30-Oct-16,NA
L-GRN-1976-12-7,Grenada,7-Dec-76,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.07,1.97,2.075,1.92,0,1.92,NA,NA,8,8,7,56,55,55,1976,12,7,0,NA,NA
L-GRN-1984-12-3,Grenada,3-Dec-84,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.11,0.3,2.11,1.14,0,1.14,NA,NA,8,8,7,56,55,55,1984,12,3,0,NA,NA
L-GRN-1990-3-13,Grenada,13-Mar-90,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,3.85,0,3.85,3.08,0,3.08,NA,NA,8,8,7,56,55,55,1990,3,13,0,NA,NA
L-GRN-1995-6-20,Grenada,20-Jun-95,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,3.65,2.25,3.66,2.42,0,2.42,NA,NA,8,8,7,56,55,55,1995,6,20,0,NA,NA
L-GRN-1999-1-18,Grenada,18-Jan-99,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.15,0.6,2.15,1,0,1,NA,NA,8,8,7,56,55,55,1999,1,18,0,NA,NA
L-GRN-2003-11-27,Grenada,27-Nov-03,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.3,6.8,2.312361952,1.99,0,1.99,NA,NA,8,8,7,56,55,55,2003,11,27,0,NA,NA
L-GRN-2008-7-8,Grenada,8-Jul-08,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,0,0,0,0,2.03,1.7,2.03059582,1.64,0,1.64,NA,NA,8,8,7,56,55,55,2008,7,8,0,NA,NA
L-GRN-2013-2-9,Grenada,9-Feb-13,0,1,1,1,NA,NA,NA,NA,0,0,15,1,15,0,NA,0,0,0,1.954855,0,1.954855,1,0,1,NA,NA,8,8,7,56,55,55,2013,2,9,0,NA,NA
L-GUA-1950-12-16,Guatemala,16-Dec-50,0,2,9,12,NA,NA,NA,NA,0,0,68,3.09,22,0,0,0,0,0,-99,-99,-99,5.01,-99,-99,NA,NA,7,7,7,57,90,90,1950,12,16,2,NA,NA
