elec_id,country,date,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,aclp_code,ccode,ccode2,year,month,day,regime,secondround,thirdround
L-BEL-1946-2-17,Belgium,17-Feb-46,0,2,9,12,25,NA,NA,NA,1,1,202,6.733333333,30,-99,-99,9,0,0,3.28,0.5,3.28,2.91,0,2.91,NA,NA,10,10,3,102,211,211,1946,2,17,0,NA,NA
L-BEL-1949-6-29,Belgium,29-Jun-49,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.26,1.8,3.26,2.75,0,2.75,NA,NA,10,10,3,102,211,211,1949,6,29,0,NA,NA
L-BEL-1950-6-4,Belgium,4-Jun-50,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,2.76,0,2.76,2.5,0,2.5,NA,NA,10,10,3,102,211,211,1950,6,4,0,NA,NA
L-BEL-1954-4-11,Belgium,11-Apr-54,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.08,0.6,3.08,2.63,0,2.63,NA,NA,10,10,3,102,211,211,1954,4,11,0,NA,NA
L-BEL-1958-6-1,Belgium,1-Jun-58,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,2.79,0.7,2.79,2.45,0,2.45,NA,NA,10,10,3,102,211,211,1958,6,1,0,NA,NA
L-BEL-1961-3-26,Belgium,26-Mar-61,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.08,2.1,3.08,2.69,0.5,2.69,NA,NA,10,10,3,102,211,211,1961,3,26,0,NA,NA
L-BEL-1965-5-23,Belgium,23-May-65,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,3.96,2,3.96,3.59,0,3.59,NA,NA,10,10,3,102,211,211,1965,5,23,0,NA,NA
L-BEL-1968-3-31,Belgium,31-Mar-68,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.92,0.3,6.92,6.57,0,6.57,NA,NA,10,10,3,102,211,211,1968,3,31,0,NA,NA
L-BEL-1971-11-7,Belgium,7-Nov-71,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.41,0.7,6.42,5.89,0,5.89,NA,NA,10,10,3,102,211,211,1971,11,7,0,NA,NA
L-BEL-1974-3-10,Belgium,10-Mar-74,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,6.1,0.9,6.1,5.85,0,5.85,NA,NA,10,10,3,102,211,211,1974,3,10,0,NA,NA
L-BEL-1977-4-17,Belgium,17-Apr-77,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,5.7,0.2,5.7,5.26,0,5.26,NA,NA,10,10,3,102,211,211,1977,4,17,0,NA,NA
L-BEL-1978-12-17,Belgium,17-Dec-78,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,7.52,0.4,7.52,6.79,0,6.79,NA,NA,10,10,3,102,211,211,1978,12,17,0,NA,NA
L-BEL-1981-11-8,Belgium,8-Nov-81,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.99,1,9,7.63,0,7.63,NA,NA,10,10,3,102,211,211,1981,11,8,0,NA,NA
L-BEL-1985-10-13,Belgium,13-Oct-85,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.13,1.2,8.14,7.01,0,7.01,NA,NA,10,10,3,102,211,211,1985,10,13,0,NA,NA
L-BEL-1987-12-13,Belgium,13-Dec-87,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,8.12,0.4,8.12,7.13,0,7.13,NA,NA,10,10,3,102,211,211,1987,12,13,0,NA,NA
L-BEL-1991-11-24,Belgium,24-Nov-91,0,2,9,12,25,NA,NA,NA,1,1,212,7.1,30,-99,-99,9,0,0,9.81,0.5,9.81,8.41,0,8.41,NA,NA,10,10,3,102,211,211,1991,11,24,0,NA,NA
L-BEL-1995-5-21,Belgium,21-May-95,0,2,9,12,25,NA,NA,NA,1,1,150,7.5,20,-99,-99,11,0,0,9.35,0.7,9.35,8.05,0,8.05,NA,NA,10,10,3,102,211,211,1995,5,21,0,NA,NA
L-BEL-1999-6-13,Belgium,13-Jun-99,0,2,9,12,25,NA,NA,NA,1,1,150,7.5,20,-99,-99,11,0,0,10.29,0,10.29,9.05,0,9.05,NA,NA,10,10,3,102,211,211,1999,6,13,0,NA,NA
L-BEL-2003-5-18,Belgium,18-May-03,0,2,9,12,NA,NA,NA,NA,0,0,150,13.64,11,0,0,0,0,0,8.84,4.4,8.958611767,7.03,0,7.03,NA,NA,10,10,3,102,211,211,2003,5,18,0,NA,NA
L-BEL-2007-6-10,Belgium,10-Jun-07,0,2,9,12,NA,NA,NA,NA,0,0,150,13.64,11,0,0,0,0,0,9.04,6.9,9.385793607,7.91,0,7.91,NA,NA,10,10,3,102,211,211,2007,6,10,0,NA,NA
L-BEL-2010-6-13,Belgium,13-Jun-10,0,2,9,12,NA,NA,NA,NA,0,0,150,13.64,11,0,0,0,0,0,10.04,4.3,10.2186823,8.42,0,8.42,NA,NA,10,10,3,102,211,211,2010,6,13,0,NA,NA
L-BEL-2014-5-25,Belgium,25-May-14,0,2,9,12,NA,NA,NA,NA,0,0,150,13.64,11,0,NA,0,0,0,9.447867,0,9.447867,7.817929,0,7.817929,NA,NA,10,10,3,102,211,211,2014,5,25,0,NA,NA
L-BEN-1991-2-17,Benin,17-Feb-91,0,2,9,13,NA,NA,NA,NA,0,0,64,10.67,6,0,0,0,0,0,9.62,0,9.62,8.76,0,8.76,NA,NA,1,1,1,3,434,434,1991,2,17,2,NA,NA
L-BEN-1995-3-28,Benin,28-Mar-95,0,2,9,14,NA,NA,NA,NA,0,0,83,4.61,18,0,0,0,0,0,13.77,4.6,14.125,6.69,0,6.69,NA,NA,1,1,1,3,434,434,1995,3,28,2,NA,NA
L-BEN-1999-3-30,Benin,30-Mar-99,0,2,9,14,NA,NA,NA,NA,0,0,83,3.46,24,0,0,0,0,0,3.91,41.17,10.38,4.81,23.8,6.28,NA,NA,1,1,1,3,434,434,1999,3,30,2,NA,NA
L-BEN-2003-3-30,Benin,30-Mar-03,0,2,9,14,NA,NA,NA,NA,0,0,83,3.46,24,0,0,0,0,0,2.01,1.2,2.010290971,4.81,0,4.81,NA,NA,1,1,1,3,434,434,2003,3,30,2,NA,NA
L-BEN-2007-3-31,Benin,31-Mar-07,0,2,9,14,NA,NA,NA,NA,0,0,83,3.46,24,0,0,0,0,0,-99,-99,-99,3.9,0,3.9,NA,NA,1,1,1,3,434,434,2007,3,31,2,NA,NA
L-BEN-2011-4-30,Benin,30-Apr-11,0,2,9,14,NA,NA,NA,NA,0,0,83,3.46,24,0,0,0,0,0,-99,-99,-99,2.64,0,2.64,NA,NA,1,1,1,3,434,434,2011,4,30,2,NA,NA
L-BEN-2015-4-26,Benin,26-Apr-15,0,2,9,14,NA,NA,NA,NA,0,0,83,3.46,24,0,NA,0,0,0,6.795524,0,6.795524,4.664184,0,4.664184,NA,NA,1,1,1,3,434,434,2015,4,26,1,NA,NA
L-BHM-1977-7-19,Bahamas,19-Jul-77,0,1,1,1,NA,NA,NA,NA,0,0,38,1,38,0,0,0,0,0,2.52,2.7,2.52,1.53,0,1.53,NA,NA,8,8,7,49,31,31,1977,7,19,0,NA,NA
L-BHM-1982-6-10,Bahamas,10-Jun-82,0,1,1,1,NA,NA,NA,NA,0,0,43,1,43,0,0,0,0,0,2.03,1.7,2.03,1.62,0,1.62,NA,NA,8,8,7,49,31,31,1982,6,10,0,NA,NA
L-BHM-1987-6-19,Bahamas,19-Jun-87,0,1,1,1,NA,NA,NA,NA,0,0,49,1,49,0,0,0,0,0,2.11,3.1,2.11,1.96,4.1,1.97,NA,NA,8,8,7,49,31,31,1987,6,19,0,NA,NA
L-BHM-1992-8-19,Bahamas,19-Aug-92,0,1,1,1,NA,NA,NA,NA,0,0,49,1,49,0,0,0,0,0,1.99,0,1.99,1.79,0,1.79,NA,NA,8,8,7,49,31,31,1992,8,19,0,NA,NA
L-BHM-1997-3-14,Bahamas,14-Mar-97,0,1,1,1,NA,NA,NA,NA,0,0,40,1,40,0,0,0,0,0,NA,NA,NA,1.34,0,1.34,NA,NA,8,8,7,49,31,31,1997,3,14,0,NA,NA
L-BHM-2002-5-2,Bahamas,2-May-02,0,1,1,1,NA,NA,NA,NA,0,0,40,1,40,0,0,0,0,0,2.3,7.3,2.314270109,1.79,10,1.811144592,NA,NA,8,8,7,49,31,31,2002,5,2,0,NA,NA
L-BHM-2007-5-2,Bahamas,2-May-07,0,1,1,1,NA,NA,NA,NA,0,0,41,1,41,0,0,0,0,0,2.13,3.1,2.132184452,1.97,0,1.97,NA,NA,8,8,7,49,31,31,2007,5,2,0,NA,NA
L-BHM-2012-5-7,Bahamas,7-May-12,0,1,1,1,NA,NA,NA,NA,0,0,38,1,38,0,NA,0,0,0,2.418103,0,2.418103,1.566161,0,1.566161,NA,NA,8,8,7,49,31,31,2012,5,7,0,NA,NA
L-BHU-2008-3-22,Bhutan,22-Mar-08,0,1,1,1,NA,NA,NA,NA,0,0,47,1,47,0,0,0,0,0,1.79,0,1.79,1.14,0,1.14,NA,NA,2,2,2,148,760,760,2008,3,22,0,NA,NA
L-BHU-2013-5-31,Bhutan,31-May-13,0,1,1,1,NA,NA,NA,NA,0,0,47,1,47,0,NA,0,0,0,2.971412,0,2.971412,1.768615,0,1.768615,NA,NA,2,2,2,148,760,760,2013,5,31,0,13-Jul-13,NA
L-BLZ-1984-12-14,Belize,14-Dec-84,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.06,0.4,2.06,1.6,0,1.6,NA,NA,8,8,7,51,80,80,1984,12,14,0,NA,NA
L-BLZ-1989-9-4,Belize,4-Sep-89,0,1,1,1,NA,NA,NA,NA,0,0,28,1,28,0,0,0,0,0,2.07,0.1,2.07,1.99,0,1.99,NA,NA,8,8,7,51,80,80,1989,9,4,0,NA,NA
L-BLZ-1993-6-30,Belize,30-Jun-93,0,1,1,1,NA,NA,NA,NA,0,0,29,1,29,0,0,0,0,0,2.03,0.1,2.03,1.98,0,1.98,NA,NA,8,8,7,51,80,80,1993,6,30,0,NA,NA
L-BLZ-1998-8-27,Belize,27-Aug-98,0,1,1,1,NA,NA,NA,NA,0,0,29,1,29,0,0,0,0,0,1.98,0.4,1.98,1.23,0,1.23,NA,NA,8,8,7,51,80,80,1998,8,27,0,NA,NA
L-BLZ-2003-3-5,Belize,5-Mar-03,0,1,1,1,NA,NA,NA,NA,0,0,29,1,29,0,0,0,0,0,2.04,1.2,2.040299723,1.58,0,1.58,NA,NA,8,8,7,51,80,80,2003,3,5,0,NA,NA
L-BLZ-2008-2-7,Belize,7-Feb-08,0,1,1,1,NA,NA,NA,NA,0,0,31,1,31,0,0,0,0,0,2.03,2,2.03082485,1.45,0,1.45,NA,NA,8,8,7,51,80,80,2008,2,7,0,NA,NA
L-BLZ-2012-3-7,Belize,7-Mar-12,0,1,1,1,NA,NA,NA,NA,0,0,31,1,31,0,NA,0,0,0,2.084554,0,2.084554,1.981443,0,1.981443,NA,NA,8,8,7,51,80,80,2012,3,7,0,NA,NA
L-BLZ-2015-11-4,Belize,4-Nov-15,0,1,1,1,NA,NA,NA,NA,0,0,31,1,31,0,NA,0,0,0,2.055541,0,2.055541,1.90297,0,1.90297,NA,NA,8,8,7,51,80,80,2015,11,4,0,NA,NA
L-BNG-1991-2-27,Bangladesh,27-Feb-91,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,0,0,0,0,4.61,4.39,4.65,3.11,1,3.11,NA,NA,2,2,2,78,771,771,1991,2,27,0,NA,NA
L-BNG-1996-2-15,Bangladesh,15-Feb-96,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,0,0,0,0,3.48,1.06,3.48,2.51,0.3,2.51,NA,NA,2,2,2,78,771,771,1996,2,15,0,NA,NA
L-BNG-1996-6-12,Bangladesh,12-Jun-96,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,0,0,0,0,-99,-99,-99,1.16,3.3,NA,NA,NA,2,2,2,78,771,771,1996,6,12,0,NA,NA
L-BNG-2001-10-1,Bangladesh,1-Oct-01,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,0,0,0,0,2.83,5.6,2.845591662,2.06,2.666666667,2.061511049,NA,NA,2,2,2,78,771,771,2001,10,1,0,NA,NA
L-BNG-2008-12-29,Bangladesh,29-Dec-08,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,0,0,0,0,2.78,4.9,2.798488704,1.65,1.333333333,1.650302575,NA,NA,2,2,2,78,771,771,2008,12,29,3,NA,NA
L-BNG-2014-1-10,Bangladesh,10-Jan-14,0,1,1,1,NA,NA,NA,NA,0,0,300,1,300,0,NA,0,0,0,1.784195,0,1.784195,1.596481,0,1.596481,NA,NA,2,2,2,78,771,771,2014,1,10,0,NA,NA
L-BOL-1979-7-1,Bolivia,1-Jul-79,0,2,9,13,NA,NA,NA,NA,0,0,117,13,9,0,0,0,0,0,3.5,0,3.5,3.3,0,3.3,NA,NA,7,7,7,67,145,145,1979,7,1,2,NA,NA
L-BOL-1980-6-29,Bolivia,29-Jun-80,0,2,9,13,NA,NA,NA,NA,0,0,130,14.44,9,0,0,0,0,0,4.35,0,4.35,4.13,0,4.13,NA,NA,7,7,7,67,145,145,1980,6,29,4,NA,NA
L-BOL-1985-7-14,Bolivia,14-Jul-85,0,2,9,13,NA,NA,NA,NA,0,0,130,14.44,9,0,0,0,0,0,4.53,5.12,4.585,4.31,0,4.31,NA,NA,7,7,7,67,145,145,1985,7,14,2,NA,NA
L-BOL-1989-5-7,Bolivia,7-May-89,0,2,9,13,NA,NA,NA,NA,0,0,130,14.44,9,0,0,0,0,0,5.01,0,5.01,3.92,0,3.92,NA,NA,7,7,7,67,145,145,1989,5,7,2,NA,NA
L-BOL-1993-6-6,Bolivia,6-Jun-93,0,2,9,26,NA,NA,NA,NA,0,0,130,14.44,9,0,0,0,0,0,4.66,1.64,4.665,3.74,0,3.74,NA,NA,7,7,7,67,145,145,1993,6,6,2,NA,NA
L-BOL-1997-6-1,Bolivia,1-Jun-97,0,3,11,1,25,1,NA,4,1,1,130,1,68,62,47.69,9,8,0,5.92,0.48,5.92,5.36,0,5.36,NA,NA,7,7,7,67,145,145,1997,6,1,2,NA,NA
L-BOL-2002-6-30,Bolivia,30-Jun-02,0,3,11,1,25,1,NA,4,1,1,130,1,68,62,47.69,9,8,0,5.77,0,5.77,4.96,0,4.96,NA,NA,7,7,7,67,145,145,2002,6,30,2,NA,NA
L-BOL-2005-12-18,Bolivia,18-Dec-05,0,3,11,1,25,1,NA,4,1,1,130,1,70,60,46.15,9,7,0,2.62,0,2.62,2.36,0,2.36,NA,NA,7,7,7,67,145,145,2005,12,18,2,NA,NA
L-BOL-2009-12-6,Bolivia,6-Dec-09,0,3,11,1,25,1,NA,4,1,1,130,1,70,60,46.15,9,7,0,2.06,0,2.06,1.85,0,1.85,NA,NA,7,7,7,67,145,145,2009,12,6,2,NA,NA
L-BOL-2014-10-12,Bolivia,12-Oct-14,0,3,11,1,25,1,NA,4,1,1,130,1,70,60,46.15385,9,7,0,2.238603,0,2.238603,1.905728,0,1.905728,NA,NA,7,7,7,67,145,145,2014,10,12,2,NA,NA
L-BRA-1947-1-19,Brazil,19-Jan-47,0,2,9,12,NA,NA,NA,NA,0,0,286,13,22,0,0,0,0,0,3.59,0,3.59,2.65,-99,-99,NA,NA,7,7,7,68,140,140,1947,1,19,2,NA,NA
L-BRA-1950-10-3,Brazil,3-Oct-50,0,2,9,14,NA,NA,NA,NA,0,0,304,12.16,25,0,0,0,0,0,7.11,0,7.11,4.11,0,4.11,NA,NA,7,7,7,68,140,140,1950,10,3,2,NA,NA
L-BRA-1954-10-3,Brazil,3-Oct-54,0,2,9,14,NA,NA,NA,NA,0,0,326,13.04,25,0,0,0,0,0,8.69,0,8.69,4.59,1.8,4.59,NA,NA,7,7,7,68,140,140,1954,10,3,2,NA,NA
L-BRA-1958-10-3,Brazil,3-Oct-58,0,2,9,14,NA,NA,NA,NA,0,0,326,13.04,25,0,0,0,0,0,9.82,0,9.82,3.64,23,4.49,NA,NA,7,7,7,68,140,140,1958,10,3,2,NA,NA
L-BRA-1962-10-7,Brazil,7-Oct-62,0,2,9,14,NA,NA,NA,NA,0,0,409,16.36,25,0,0,0,0,0,11.17,0,11.17,4.05,16.5,4.56,NA,NA,7,7,7,68,140,140,1962,10,7,1,NA,NA
L-BRA-1982-11-15,Brazil,15-Nov-82,0,2,9,14,NA,NA,NA,NA,0,0,479,19.16,25,0,0,0,0,0,2.65,0,2.65,2.39,0,2.39,NA,NA,7,7,7,68,140,140,1982,11,15,4,NA,NA
L-BRA-1986-11-15,Brazil,15-Nov-86,0,2,9,14,NA,NA,NA,NA,0,0,487,18.73,26,0,0,0,0,0,3.55,1.52,3.555,2.83,0,2.83,NA,NA,7,7,7,68,140,140,1986,11,15,2,NA,NA
L-BRA-1990-10-3,Brazil,3-Oct-90,0,2,9,14,NA,NA,NA,NA,0,0,502,18.59,27,0,0,0,0,0,9.79,0.76,9.79,8.69,0,8.69,NA,NA,7,7,7,68,140,140,1990,10,3,2,NA,NA
L-BRA-1994-10-3,Brazil,3-Oct-94,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,0,0,0,0,8.53,0.15,8.53,8.16,0,8.16,NA,NA,7,7,7,68,140,140,1994,10,3,2,NA,NA
L-BRA-1998-10-4,Brazil,4-Oct-98,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,0,0,0,0,8.14,1.14,8.14,7.11,0,7.11,NA,NA,7,7,7,68,140,140,1998,10,4,2,NA,NA
L-BRA-2002-10-6,Brazil,6-Oct-02,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,0,0,0,0,9.28,2.8,9.345566137,8.47,0,8.47,NA,NA,7,7,7,68,140,140,2002,10,6,2,NA,NA
L-BRA-2006-10-1,Brazil,1-Oct-06,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,0,0,0,0,10.62,1.4,10.63977455,9.32,0,9.32,NA,NA,7,7,7,68,140,140,2006,10,1,2,NA,NA
L-BRA-2010-10-3,Brazil,3-Oct-10,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,0,0,0,0,11.26,0.5,11.2622193,10.44,0,10.44,NA,NA,7,7,7,68,140,140,2010,10,3,2,NA,NA
L-BRA-2014-10-5,Brazil,5-Oct-14,0,2,9,14,NA,NA,NA,NA,0,0,513,19,27,0,NA,0,0,0,14.13547,0,14.13547,13.27059,0,13.27059,NA,NA,7,7,7,68,140,140,2014,10,5,2,NA,NA
L-BUI-1993-6-29,Burundi,29-Jun-93,0,2,9,25,14,NA,NA,NA,0,0,81,5.4,15,0,0,0,0,0,1.74,4,1.742428842,1.46,0,1.46,NA,NA,1,1,1,6,516,516,1993,6,29,2,NA,NA
L-BUL-1991-10-13,Bulgaria,13-Oct-91,0,2,9,25,NA,NA,NA,NA,0,0,240,7.74,31,0,0,0,0,0,4.12,6.44,4.185,2.41,0,2.41,NA,NA,9,9,4,103,355,355,1991,10,13,1,NA,NA
L-BUL-1994-12-18,Bulgaria,18-Dec-94,0,2,9,25,NA,NA,NA,NA,0,0,240,7.74,31,0,0,0,0,0,3.81,5.18,3.845,2.73,0,2.73,NA,NA,9,9,4,103,355,355,1994,12,18,1,NA,NA
L-BUL-1997-4-19,Bulgaria,19-Apr-97,0,2,9,25,NA,NA,NA,NA,0,0,240,7.74,31,0,0,0,0,0,3.02,3.97,3.03,2.52,0,2.52,NA,NA,9,9,4,103,355,355,1997,4,19,1,NA,NA
L-BUL-2001-6-17,Bulgaria,17-Jun-01,0,2,9,25,NA,NA,NA,NA,0,0,240,7.74,31,0,0,0,0,0,3.91,11.1,4.076541786,2.92,0,2.92,NA,NA,9,9,4,103,355,355,2001,6,17,1,NA,NA
L-BUL-2005-6-25,Bulgaria,25-Jun-05,0,2,9,25,NA,NA,NA,NA,0,0,240,7.74,31,0,0,0,0,0,5.8,8.9,5.996113588,4.8,0,4.8,NA,NA,9,9,4,103,355,355,2005,6,25,1,NA,NA
L-BUL-2009-7-5,Bulgaria,5-Jul-09,0,3,12,1,14,NA,NA,2,1,0,240,1,31,209,87.08,31,0,0,4.4,4.8,4.444588158,3.34,0,3.34,NA,NA,9,9,4,103,355,355,2009,7,5,1,NA,NA
L-BUL-2013-5-12,Bulgaria,12-May-13,0,2,9,13,NA,NA,NA,NA,0,0,240,7.74,31,0,NA,0,0,0,5.290837,0,5.290837,3.149262,0,3.149262,NA,NA,9,9,4,103,355,355,2013,5,12,1,NA,NA
L-BUL-2014-10-5,Bulgaria,5-Oct-14,0,2,9,13,NA,NA,NA,NA,0,0,240,7.74,31,0,NA,0,0,0,5.647739,0,5.647739,5.062401,0,5.062401,NA,NA,9,9,4,103,355,355,2014,10,5,1,NA,NA
L-CAN-1949-6-27,Canada,27-Jun-49,0,1,1,1,NA,NA,NA,NA,0,0,262,1.01,260,0,0,0,0,0,2.83,3.1,2.835,1.75,1.9,1.75,NA,NA,10,8,3,52,20,20,1949,6,27,0,NA,NA
L-CAN-1953-8-10,Canada,10-Aug-53,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,2.85,2.5,2.855,2.15,1.9,2.16,NA,NA,10,8,3,52,20,20,1953,8,10,0,NA,NA
L-CAN-1957-6-10,Canada,10-Jun-57,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,2.98,2.7,2.99,2.86,1.5,2.86,NA,NA,10,8,3,52,20,20,1957,6,10,0,NA,NA
L-CAN-1958-3-31,Canada,31-Mar-58,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,2.44,0.6,2.44,1.54,0,1.54,NA,NA,10,8,3,52,20,20,1958,3,31,0,NA,NA
L-CAN-1962-6-18,Canada,18-Jun-62,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,3.23,0.3,3.23,2.84,0,2.84,NA,NA,10,8,3,52,20,20,1962,6,18,0,NA,NA
L-CAN-1963-4-8,Canada,8-Apr-63,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,3.2,0.3,3.2,2.65,0,2.65,NA,NA,10,8,3,52,20,20,1963,4,8,0,NA,NA
L-CAN-1965-11-8,Canada,8-Nov-65,0,1,1,1,NA,NA,NA,NA,0,0,265,1.01,263,0,0,0,0,0,3.31,1.1,3.31,2.59,0.8,2.59,NA,NA,10,8,3,52,20,20,1965,11,8,0,NA,NA
L-CAN-1968-6-25,Canada,25-Jun-68,0,1,1,1,NA,NA,NA,NA,0,0,264,1,264,0,0,0,0,0,2.97,0.8,2.97,2.33,0.4,2.33,NA,NA,10,8,3,52,20,20,1968,6,25,0,NA,NA
L-CAN-1972-10-30,Canada,30-Oct-72,0,1,1,1,NA,NA,NA,NA,0,0,264,1,264,0,0,0,0,0,3.25,1.1,3.25,2.84,0.8,2.84,NA,NA,10,8,3,52,20,20,1972,10,30,0,NA,NA
L-CAN-1974-7-8,Canada,8-Jul-74,0,1,1,1,NA,NA,NA,NA,0,0,264,1,264,0,0,0,0,0,2.96,0.8,2.96,2.38,0.4,2.38,NA,NA,10,8,3,52,20,20,1974,7,8,0,NA,NA
L-CAN-1979-5-22,Canada,22-May-79,0,1,1,1,NA,NA,NA,NA,0,0,282,1,282,0,0,0,0,0,3.09,0.9,3.09,2.45,0,2.45,NA,NA,10,8,3,52,20,20,1979,5,22,0,NA,NA
L-CAN-1980-2-18,Canada,18-Feb-80,0,1,1,1,NA,NA,NA,NA,0,0,282,1,282,0,0,0,0,0,2.93,0.7,2.93,2.4,0,2.4,NA,NA,10,8,3,52,20,20,1980,2,18,0,NA,NA
L-CAN-1984-9-4,Canada,4-Sep-84,0,1,1,1,NA,NA,NA,NA,0,0,282,1,282,0,0,0,0,0,2.75,0.7,2.75,1.69,0.4,1.69,NA,NA,10,8,3,52,20,20,1984,9,4,0,NA,NA
L-CAN-1988-11-21,Canada,21-Nov-88,0,1,1,1,NA,NA,NA,NA,0,0,295,1,295,0,0,0,0,0,3.04,1.4,3.04,2.33,0,2.33,NA,NA,10,8,3,52,20,20,1988,11,21,0,NA,NA
L-CAN-1993-10-25,Canada,25-Oct-93,0,1,1,1,NA,NA,NA,NA,0,0,295,1,295,0,0,0,0,0,3.92,3.6,3.93,2.35,0,2.35,NA,NA,10,8,3,52,20,20,1993,10,25,0,NA,NA
L-CAN-1997-6-2,Canada,2-Jun-97,0,1,1,1,NA,NA,NA,NA,0,0,301,1,301,0,0,0,0,0,4.08,1.6,4.085,2.98,0.3,2.98,NA,NA,10,8,3,52,20,20,1997,6,2,0,NA,NA
L-CAN-2000-11-27,Canada,27-Nov-00,0,1,1,1,NA,NA,NA,NA,0,0,301,1,301,0,0,0,0,0,3.77,1.5,3.77,2.54,0,2.54,NA,NA,10,8,3,52,20,20,2000,11,27,0,NA,NA
L-CAN-2004-6-28,Canada,28-Jun-04,0,1,1,1,NA,NA,NA,NA,0,0,308,1,308,0,0,0,0,0,3.78,5.6,3.802672979,3.03,0.324675325,3.030048391,NA,NA,10,8,3,52,20,20,2004,6,28,0,NA,NA
L-CAN-2006-1-23,Canada,23-Jan-06,0,1,1,1,NA,NA,NA,NA,0,0,308,1,308,0,0,0,0,0,3.75,5.6,3.772312394,3.22,0.324675325,3.220054651,NA,NA,10,8,3,52,20,20,2006,1,23,0,NA,NA
L-CAN-2008-10-14,Canada,14-Oct-08,0,1,1,1,NA,NA,NA,NA,0,0,308,1,308,0,0,0,0,0,3.87,1.2,3.871078938,3.15,0.649350649,3.150209222,NA,NA,10,8,3,52,20,20,2008,10,14,0,NA,NA
L-CAN-2011-5-2,Canada,2-May-11,0,1,1,1,NA,NA,NA,NA,0,0,308,1,308,0,0,0,0,0,3.43,0.9,3.430476611,2.4,0,2.4,NA,NA,10,8,3,52,20,20,2011,5,2,0,NA,NA
L-CAN-2015-10-19,Canada,19-Oct-15,0,1,1,1,NA,NA,NA,NA,0,0,338,1,338,0,NA,0,0,0,3.333067,0,3.333067,2.500197,0,2.500197,NA,NA,10,8,3,52,20,20,2015,10,19,0,NA,NA
L-CAP-1991-1-13,Cape Verde,13-Jan-91,0,2,9,25,NA,NA,NA,NA,0,0,79,3.16,25,0,0,0,0,0,1.81,0,1.81,1.7,0,1.7,NA,NA,1,1,1,8,402,402,1991,1,13,1,NA,NA
L-CAP-1995-12-17,Cape Verde,17-Dec-95,0,2,9,25,NA,NA,NA,NA,0,0,72,3.79,19,0,0,0,0,0,2.13,0,2.13,1.76,0,1.76,NA,NA,1,1,1,8,402,402,1995,12,17,1,NA,NA
L-CAP-2001-1-14,Cape Verde,14-Jan-01,0,2,9,25,NA,NA,NA,NA,0,0,72,4.5,16,0,0,0,0,0,2.41,0,2.41,2.07,0,2.07,NA,NA,1,1,1,8,402,402,2001,1,14,1,NA,NA
L-CAP-2006-1-22,Cape Verde,22-Jan-06,0,2,9,25,NA,NA,NA,NA,0,0,72,4.5,16,0,0,0,0,0,2.14,0,2.14,2.05,0,2.05,NA,NA,1,1,1,8,402,402,2006,1,22,1,NA,NA
